GRB,GRB_key,T90,z,T90_corr,z_status,z_source,z_raw,BAT_fluence,Time [UT],Trigger Number,Other Observatory Detections,z_method,z_uncertainty,z_ref,z_swift_raw,z_redshift_raw
070529,070529,109.2,2.4996,31.203566121842496,accepted,redshift_list,2.4996,25.7,12:48:28,280706,"Gemini North, MIRO (1.2m), AEOS",ba,N/A,"""Berger E. et al. GCN Circ. 6470""",2.4996 (Gemini North: absorption),2.4996
050819,050819,37.7,2.5043,10.75821134035328,accepted,redshift_list,2.5043,3.5,16:23:55,151131,,he,N/A,"""Kruehler T. et al. ApJ 758 46 (2012)""",2.5043 (TOUGH: emission),2.5043
081121,081121,14.0,2.512,3.9863325740318905,accepted,redshift_list,2.512,41.0,20:35:32,335105,"ROTSE-IIIc, ESO/MPI (2.2m), Magellan/Clay (6.5m), Fermi, CTIO (1.3m), Konus-Wind",ba,N/A,"""Berger E. & Rauch M. GCN Circ. 8542""",2.512 (Magellan/Clay: aborption),2.512
050215B,050215B,8.1,2.52,2.3011363636363633,accepted,redshift_list,2.52,2.27,02:33:43,106107,"UKIRT afterglow in IR, HETE-2","""Host Ly-alpha""",N/A,"""Preliminary Keck GRB Host Project (http://www.astro.caltech.edu/grbhosts/)""",,2.52
050915A,050915A,52.0,2.5273,14.74215405550988,accepted,redshift_list,2.5273,8.5,11:22:42,155242,PAIRITEL,he,N/A,"""Jakobsson P. et al. ApJ 752 62 (2012); *Kruehler T. et al. ApJ 758 46 (2012)""",2.5273 (TOUGH: emission),2.5273
130131B,130131B,4.3,2.539,1.2150324950551001,accepted,redshift_list,2.539,3.4,19:10:08,547420,,he,N/A,"""Fynbo J.P.U. et al. GCN Circ. 14286""","2.539 (Keck I: emission, host)",2.539
060904A,060904A,80.1,2.55,22.56338028169014,accepted,redshift_list,2.55,77.2,01:03:21,227996,"ROTSE-IIIc, BOOTES-IR (0.6m), OSN (1.5m), Konus-Wind, Subaru (8.2m), Suzaku",hp,1.21 -0.75,"""Xiao L. & Schaefer B.E. ApJ 731 103 (2011)""",,2.55
081118,081118,67.0,2.58,18.71508379888268,accepted,redshift_list,2.58,12.0,14:56:36,334877,"VLT, MPI/ESO (2.2m), Zadko",ba,N/A,"""D'Elia V. et al. GCN Circ. 8531""",2.58 (VLT: absorption),2.58
151215A,151215A,17.8,2.59,4.958217270194987,accepted,redshift_list,2.59,3.1,03:01:28,667392,"Palomar (60""), MPG (2.2m), NOT, MASTER II, La Palma (pt5m), Zeiss-1000 (1m), TAROT (25cm)",ba,N/A,'Xu et al. GCN Circ. 18696 (NOT)',2.59 (NOT: absorption),2.59
080721,080721,16.2,2.5914,4.510775742050454,accepted,redshift_list,2.5914,120.0,10:25:16,317508,"Lulin (1m), Konus-Wind, TNG, NOT",ba,N/A,"""D'Avanzo P. et al. GCN Circ. 7997; Jakobsson P. et al. GCN Circ. 7998; Starling R.L.C. et al. MNRAS 400 90 (2009); *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",2.602 (TNG: absorption)|2.591 (NOT: absorption),2.5914
090426,090426,1.2,2.609,0.3325020781379884,accepted,redshift_list,2.609,1.8,12:48:47,350479,"TNT, Keck-I, MITSuME (50cm), Okayama Astrophysical Observatory (188cm), ESO/MPI (2.2m), VLT, Gao-Mei-GU (2.4m), Gunma Astronomical Observatory (150cm), AZT-11",ba,N/A,"""Levesque E.M. et al. GCN Circ. 9264; Thoene C.C. et al. GCN Circ. 9269; *Levesque E.M. et al. MNRAS 401 963 (2009)""",2.609 (Keck-I: absorption)|2.609 (VLT: absorption),2.609
050820A,050820A,26.0,2.6147,7.19285141228871,accepted,redshift_list,2.6147,34.4,06:34:53,151207,"Palomar (60""), Keck, RAPTOR, WIRO, RTT150, VLT, PROMPT, Konus-Wind, VLA @ 8.46 GHz",ba,N/A,"""Prochaska J.X. et al. GCN Circ. 3833; Ledoux C. et al. GCN Circ. 3860; *Fox A.J. et al. A&A 491 189 (2008); *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",2.612 (Keck: absorption)|2.6147 (VLT: absorption),2.6147
070103,070103,18.6,2.6208,5.136986301369864,accepted,redshift_list,2.6208,3.38,20:46:39,254532,,he,N/A,"""Kruehler T. et al. ApJ 758 46 (2012)""",2.6208 (TOUGH: emission),2.6208
260101A,260101A,48.0,2.623,13.248688931824454,accepted,swift_table,2.623 (GTC: absorption)|2.623 (NOT: absorption),45.0,00:56:30,1429608,"Fermi (GBM), LCO (1m), GTC, SVOM/GRM, NOT, GECAM-B, COLIBRÃ, Konus-Wind, 239Alferov CubeSat",,,,2.623 (GTC: absorption)|2.623 (NOT: absorption),
080210,080210,45.0,2.6419,12.356187704220325,accepted,redshift_list,2.6419,18.0,07:50:05,302888,"TAROT (25cm), MPI/ESO(2.2m), PROMPT (16""), VLT, Super-LOTIS (0.6m), Hobby-Eberly Telescope, Keck I, Sayan (1.5m)",ba,N/A,"""Jakobsson P. et al. GCN Circ. 7286; Cucchiara A. & Fox D.B. GCN Circ. 7290; *Fynbo J.P.U. et al. ApJS 185 526 (2009); De Cia A. et al. MNRAS 412 2229 (2011)""",2.641 (VLT: absorption)|2.64 (Hobby-Eberly: absorption),2.6419
120811C,120811C,26.8,2.671,7.300463089076547,accepted,redshift_list,2.671,30.0,15:34:52,530689,"MASTER II (Amur), RTT150, GTC (10.4m), NOT (2.5m), MASTER II (Tunka), Fermi (GBM), ISON-NM (0.45m), ISON-Kitab (0.4m)",ba,N/A,"""*Thoene C.C. et al. GCN Circ. 13628; Fynbo J.P.U. et al. GCN Circ. 13632""",2.671 (GTC: absorption)|2.67 {NOT: absorption),2.671
241105A,241105A,72.8,2.681,19.777234447161096,accepted,swift_table,2.681 (VLT: absorption),25.0,16:06:04,BAT/GUANO,"Fermi (GBM), GOTO, VLT, SVOM/VT, Konus-Wind, BOOTES-7, Gemini-South, ePESSTO+ NTT, SVOM/GRM, EP-FXT, VLA @ (6, 10 and 15 GHz)",,,,2.681 (VLT: absorption),
080603B,080603B,60.0,2.6892,16.263688604575517,accepted,redshift_list,2.6892,24.0,19:38:13,313087,"ROTSE-IIId, Super-LOTIS (0.6m), TAROT (25cm), BOOTES-2/TELMA (60cm), NOT, RTT150, Konus-Wind, Liverpool, Xinglong EST, Hobby-Eberly, TLS (1.34m), PAIRITEL (1.3m), Sayan (1.5m), AZT-11 (Nauchny), AZT-22 (Maidanak)",ba,N/A,"""Fynbo J. et al. GCN Circ. 7797; Cucchiara A. & Fox D.B. GCN Circ. 7815; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",2.69 (NOT)|2.69 (Hobby-Eberly: absorption),2.6892
071031,071031,180.0,2.6918,48.75670404680643,accepted,redshift_list,2.6918,9.0,01:06:36,295670,"MPI/ESO (2.2m), PROMPT (16""), VLT, CTIO (1.3m)",ba,N/A,"""Ledoux C. et al. GCN Circ. 7023; Fox A.J. et al. A&A 491 189 (2008); *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",2.692 (VLT),2.6918
221226B,221226B,3.44,2.694,0.9312398484028154,accepted,redshift_list,2.694,5.4,22:41:20,1145959,"Fermi (GBM), VLT",ba,N/A,Xu et al. GCN Circ. 33110 (VLT/X-shooter),2.694 (VLT: absorption),2.694
240529A,240529A,160.67,2.695,43.48308525033829,accepted,redshift_list,2.695,210.0,02:58:31,1231488,"GOTO, AstroSat CZTI, NOT (2.56m), BOOTES-6/DPRT (0.6m), Skynet (0.6m), Palomar (1m), AKO (0.36m), GTC (10.4m), OHP (1.93m), GROWTH-India (0.7m), Konkoly RC80, Insight-HXMT/HE, MAAO (0.7m),  SAO RAS (1m), IPN, Konus-Wind, AZT-33IK (Mondy), DFOT (1.3m), OSN (1.5m), MASTER-SAAO, AMI-LA @ 15.5 GHz, NOEMA (3mm band), MITSuME (50cm), LBT, TNG (3.6m), VIRT (0.5m)",ba,N/A,de Ugarte Postigo et al. GCN Circ. 36574 (GTC/OSIRIS+),2.695 (GTC: absorption),2.695
050406,050406,5.4,2.7,1.4594594594594594,accepted,redshift_list,2.7,0.68,15:58:48,113872,Magellan,hp,+0.29 -0.41,"""Schady P. et al. ApJ 643 276; *Schulze et al. ApJ 808 73 (2015)""",2.44 (UVOT: photometric),2.7
090726,090726,67.0,2.71,18.059299191374663,accepted,redshift_list,2.71,8.6,22:42:27,358422,"SAO RAS (1m), SAO RAS (6m), Ondrejov (50cm), Crni Vrh Observatory (60cm), Shajn, Konkoly Observatory (60/90 cm)",ba,N/A,"""Fatkhullin T. et al. GCN Circ. 9712""",2.71 (SAO RAS: absoption),2.71
060714,060714,115.0,2.7108,30.990621968308723,accepted,redshift_list,2.7108,28.3,15:12:00,219101,"Skinakas Observatory (1.3m), Shajn (2.6m), Maidanak (1.5m), VLT, CTIO (1.3m), NOT",ba,N/A,"""Jakobsson P. et al. GCN Circ. 5320; Jakobsson P. et al. A&A 460 L13 (2006); *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",2.71 (VLT: absorption),2.7108
140206A,140206A,93.6,2.73,25.093833780160857,accepted,redshift_list,2.73,160.0,07:17:20,585834,"INTEGRAL, Searchlight Observatory Network (40cm), MASTER II, Mt. Nanshan (1m), VT-50 (0.5m), Fermi (GBM), T100 (1.0m), TNG  (3.6m), NOT, Virtual Telescope (0.43m), MITSuME (50cm), Liverpool (2m), Sayan Observatory (AZT-33IK), Discovery Channel Telescope (4.3m)",ba,N/A,"""*Malesani D. et al. GCN Circ. 15800; D'Elia V. et al. GCN Circ. 15802""",2.73 (NOT: absorption)|2.74 (TNG: absorption),2.73
090809,090809,5.4,2.737,1.4450093658014451,accepted,swift_table,2.737 (VLT),3.4,17:31:14,359530,"NOT, VLT, WHT",,,,2.737 (VLT),
091029,091029,39.2,2.752,10.447761194029852,accepted,redshift_list,2.752,24.0,03:53:22,374210,"ESO/MPI (2.2m), PROMPT (16""), Gemini-South, BOOTES-3, CTIO (1.3m), Stardome (0.4m)",ba,N/A,"""Chornock R. et al. GCN Circ. 10100""",2.752 (Gemini-South: absorption),2.752
081222,081222,24.0,2.77,6.36604774535809,accepted,redshift_list,2.77,48.0,04:53:59,337914,"REM (60cm), ESO/MPI (2.2m), Konus-Wind, Faulkes South, Gemini-South, Fermi, Gemini-North, MITSuME (50cm)",ba,N/A,"""Breeveld A. et al. GCN Circ. 8712; *Cucchiara A. et al. GCN Circ. 8713;  Graham J.F. et al. GCN Circ. 8718""",~2.7 (UVOT)|2.77 (Gemini-South: absorption)|2.77 (Gemini-North: absorption),2.77
130427B,130427B,27.0,2.78,7.142857142857143,accepted,redshift_list,2.78,15.0,13:20:41,554635,"Faulkes North (2m), VLT",ba,N/A,"""Flores H. et al. GCN Circ. 14493""",2.78 (VLT: tentative),2.78
241026A,241026A,25.2,2.79,6.649076517150395,accepted,redshift_list,2.79,25.0,22:42:32,1262764,"Fermi (GBM), SAO RAS (1m), COLIBRÃ (SVOM/F-GFT), KAIT (0.76m), Las Cumbres (1m), BTA (6m), GROWTH-India, SVOM/GRM, Zeiss-100, GECAM-B, LBT, TNOT (0.8m), GRBAlpha, SAO RAS, LBT, SAO RAS (6m), VLA @ (6, 10 and 15 GHz)",ba,N/A,Moskvitin et al. GCN Circ. 37916 (BTA); Izzo et al. GCN Circ. 37925 (LBT),2.79 (BTA: absorption)|2.791 (LBT: absorption),2.79
120327A,120327A,62.9,2.8145,16.489710315899856,accepted,redshift_list,2.8145,36.0,02:55:16,518731,"TAROT (25cm), Liverpool (2m), Skynet/PROMPT, REM, MPI/ESO (2.2m), IAC80 (82cm), Gemini-South, VLT/UT2, Otto-Struve (2.1m), Watcher (40cm), GTC (10.4), NOT, Murikabushi (1m), Zadko (100cm), ATCA @ 34 GHz, CTIO (1.3m)",ba,N/A,"""Perley D.A. & Tanvir N.R. GCN Circ. 13133; Kruehler T. et al. GCN Circ. 13134; Sanchez-Ramirez R. et al. GCN Circ. 13146; *D'Elia V. et al. A&A 564 38 (2014)""",2.81 (Gemini-South: absorption)|2.813 (VLT/UT2: absorption)| 2.813 (GTC: absorption),2.8145
241030B,241030B,6.7,2.82,1.7539267015706808,review_numeric,redshift_list,2.82?,12.0,18:34:20,1263840,"Fermi (GBM), SVOM/ECLAIRs, Nanshan/HMT (0.5m), AKO (0.36m), SAO RAS (1m), INAF Asiago Observatory, SAO RAS (6m), SVOM/VT, SVOM/GRM, GTC/OSIRIS+, TESS",ba,N/A,Tanvir et al. GCN Circ. 38004 (GTC),"2.82 (GTC: absorption, tentative)",2.82?
050603,050603,12.4,2.821,3.245223763412719,accepted,redshift_list,2.821,63.6,06:29:05,131560,"INTEGRAL (not imaged), LCO, VLA @ 8.5 GHz, SCUBA, Konus-Wind, Magellan",he,N/A,"""Berger E. & Becker G. GCN Circ. 3520""",,2.821
161014A,161014A,18.3,2.823,4.786816636149621,accepted,redshift_list,2.823,19.0,12:31:22,717500,"MITSuME (50cm), Faulks South (2m), Xinglong (0.8m), Kanata, TSHAO (1m), GTC (10.4m), NOT (2.56m), TNG (3.6m), Fermi (GBM), HJT (1.5m), Konus-Wind, VLT",ba,N/A,de Ugarte Postigo et al. GCN Circ. 20043 (GTC); Selsing et al. GCN Circ. 20061 (VLT/X-shooter),2.823 (GTC: absorption)|2.823 (VLT: absorption),2.823
210411C,210411C,12.8,2.826,3.3455305802404602,accepted,redshift_list,2.826,12.0,15:05:51,1042398,"LCO (1m), VLT, NTT",ba,N/A,de Ugarte Postigo et al. GCN Circ. 29806 (VLT/X-shooter),2.826 (VLT: absorption),2.826
110731A,110731A,38.8,2.83,10.13054830287206,accepted,redshift_list,2.83,60.0,11:09:30,458448,"Faulkes (North & South), Fermi (LAT & GBM), NOT, Konus-Wind, Gemini-North, Mt John University Observatory (61cm), Suzaku",ba,N/A,"""Tanvir N.R. et al. GCN Circ. 12225""",2.83 (Gemini-North: absorption),2.83
180624A,180624A,486.4,2.855,126.17380025940336,accepted,redshift_list,2.855,58.0,13:49:40,844192,"LCO (1m), MPG (2.2m), LBT, HJT (1.5m), NOT (2.5m)",ba,N/A,*Rossi et al. GCN Circ. 22845 (LBT/MODS); Schady et al. GCN Circ. 22840 (GROND; photo-z),2.855 (LBT: absorption),2.855
090404,090404,84.0,2.87,21.705426356589147,accepted,redshift_list,2.87,30.0,15:56:30,348428,Plateau de Bure Interferometer,hp,+0.96 -1.69,"""Perley D.A. et al. ApJ 778 128 (2013)""",,2.87
120404A,120404A,38.7,2.876,9.98452012383901,accepted,redshift_list,2.876,16.0,12:51:02,519380,"Faulkes North (2m), Gemini-North, TNT, MITSuME (50cm), Murikabushi (1m), VLT/UT2, Mt John University Observatory (61cm), MPG/ESO (2.2m), MASTER II, EVLA @ 22 GHz, ARIES (1.04m), ISON-Blagoveschensk Observatory (0.25m and 0.4m), Sayan Observatory",ba,N/A,"""*Cucchiara A. et al. GCN Circ. 13217; D'Elia V. et al. GCN Circ. 13227""",2.876 (Gemini-North: absorption)|~2.88 (VLT/UT2: absorption),2.876
111107A,111107A,26.6,2.893,6.832776778833805,accepted,redshift_list,2.893,8.8,00:50:24,507185,"Skynet, MPI/ESO (2.2m), Gemini-South, VLT, Fermi (GBM)",ba,N/A,"""*Chornock R. et al. GCN Circ. 12537; D'Avanzo P. et al. GCN Circ. 12542""",2.893 (Gemini-South: absorption)| Consistent with Gemini-South (VLT: absorption),2.893
050401,050401,33.3,2.8983,8.542185055023984,accepted,redshift_list,2.8983,82.2,14:20:15,113120,"VLT, optical, ROTSE, Siding Spring R=20 @ 1hr",ba,N/A,"""Fynbo J.P.U. et al. GCN Circ. 3176; Watson D. et al. ApJ 752 1011 (2006); *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",2.9 (VLT: absorption),2.8983
201020A,201020A,14.17,2.903,3.630540609787343,accepted,redshift_list,2.903,9.2,05:47:26,1000926,"MITSuME (50cm), Nanshan/NEXT, Assy-Turgen AZT-20, Fermi (GBM), CrAO/ZTSH (2.6m), GROWTH-India (0.7m), DOAO (1m), GTC (10.4m), Konus-Wind",ba,N/A,Kann et al. GCN Circ. 28717,2.903 (GTC: absorption),2.903
181020A,181020A,238.0,2.938,60.436769933976635,accepted,redshift_list,2.938,81.0,19:00:33,867987,"Fermi (LAT & GBM), VLT, LCO (1m), MASTER-SAAO, REM (60cm), Konus-Wind",ba,N/A,Fynbo et al. GCN Circ. 23356 (VLT/X-shooter),2.938 (VLT: absorption),2.938
120118B,120118B,23.26,2.943,5.899061628201877,accepted,redshift_list,2.943,18.0,17:00:21,512003,,he,N/A,"""Malesani D. et al. GCN Circ. 14225""",2.943 (Keck I: emission),2.943
070411,070411,121.5,2.9538,30.729930699580148,accepted,redshift_list,2.9538,27.0,20:12:33,275087,"Tautenburg (1.34m), ROTSE-IIIc, Crni Vrh Observatory (60cm), Liverpool (2m), IAC80, Magellan/Baade, Magellan/Clay, VLT, LBT, Keck I",ba,N/A,"""Jakobsson P. et al. GCN Circ. 6283; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",2.954 (VLT: absorption),2.9538
141109A,141109A,200.0,2.993,50.08765339343852,accepted,redshift_list,2.993,68.0,05:49:55,618024,"REM (60cm), VLT, MPG (2.2m), McDonald Observatory (2.1m), TNT (0.8m), Konus-Wind, NOT (2.5m), Zeiss-2000, Abastumani Observatory (0.7m), TAROT (25cm), VLA @ 21.8 GHz",ba,N/A,"""Xu et al. GCN Circ. 17040 (VLT/X-shooter)""",2.993 (VLT: absorption),2.993
140114A,140114A,139.7,3.0,34.925,accepted,redshift_list,3.0,32.0,11:57:40,583861,"HJT (1.5m), NOT (2.5m)","""Host Lyman-alpha break""",+0.1 -0.1,"""KrÃ¼hler et al. A&A 581 A125 (2015)""",3.0 (arXiv:1503.05323v1),3.0
090715B,090715B,266.0,3.0,66.5,accepted,redshift_list,3.00,57.0,21:03:14,357512,"Liverpool (2m), NOT, WHT, San Pedro Martir (1.5m), Konus-Wind, Lick (2m), VLA @ 8.46 GHz, Lick (3m), PROMPT (16"")",ba,N/A,"""Wiersema K. et al. GCN Circ. 9673""",3.00 (WHT),3.00
070420,070420,76.5,3.01,19.077306733167084,accepted,redshift_list,3.01,140.0,06:18:14,276321,"REM (60cm), TAROT (25cm), Faulkes South (2m), B&C (0.6m), Konus-Wind, CTIO (1.3m)",bp,+0.96 -0.68,"""Oates S. R. et al. MNRAS 395 490 (2009)""",,3.01
080607,080607,79.0,3.0368,19.569956401109792,accepted,redshift_list,3.0368,240.0,06:07:27,313417,"ROTSE-IIIb, Super-LOTIS, Keck I, PAIRITEL (1.3m), KAIT, Konus-Wind, AGILE",ba,N/A,"""Prochaska J.X. et al. GCN Circ. 7849; Prochaska J.X. et al. ApJ 691 L27 (2009); *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",3.036 (Keck I),3.0368
081028A,081028A,260.0,3.038,64.38831104507182,accepted,redshift_list,3.038,37.0,00:25:00,332851,"ESO/MPI (2.2m), NOT, Magellan/Clay (6.5m), Shajn Telescope, PAIRITEL (1.3m)",ba,N/A,"""Berger E. et al. GCN Circ. 8434""",3.038 (Magellan/Clay: absorption),3.038
060607A,060607A,102.2,3.0749,25.08037007043118,accepted,redshift_list,3.0749,25.5,05:12:13,213823,"REM (60cm), PROMPT, VLT",ba,N/A,"""Ledoux C. et al. GCN Circ. 5237; *Fox A.J. et al. A&A 491 189 (2008); *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",3.082 (VLT: absorption),3.0749
091109A,091109A,48.0,3.076,11.776251226692835,accepted,redshift_list,3.076,16.0,04:57:43,375246,"Faulkes South (2m), ESO/MPI (2.2m), VLT",ba,N/A,"""Rau A. et al. GCN Circ. 10350""",3.5 (ESO/MPI: photometric)|3.076 (VLT: absorption),3.076
121217A,121217A,778.0,3.1,189.75609756097563,accepted,redshift_list,3.1,62.0,07:17:47,542441,"MPG/ESO (2.2m), Fermi (GBM)",bp,+0.1 -0.1,"""Elliott J. et al. A&A 562 A100 (2014)""",,3.1
120805A,120805A,48.0,3.1,11.707317073170733,accepted,redshift_list,3.1,8.2,21:28:09,530031,"Calar Alto (1.23m), NOT, Liverpool","""Host Lyman-alpha break""",+0.1 -0.1,"""KrÃ¼hler et al. A&A 581 A125 (2015)""",3.1 (arXiv:1503.05323v1),3.1
120922A,120922A,173.0,3.1,42.19512195121951,accepted,redshift_list,3.1,62.0,22:30:28,534394,"MPG/ESO (2.2m), TAROT (25cm), Fermi (GBM)",bp,+0.2 -0.2,"""Kunst F. et al. GCN Circ. 13810""",3.1 (MPG/ESO :photometric),3.1
231210B,231210B,7.47,3.13,1.8087167070217918,accepted,redshift_list,3.13,14.0,21:29:04,1201696,"MASTER-SAAO, LCOGT (40cm), VLT, MeerLICHT (0.6m), Konus-Wind",ba,N/A,Saccardi et al. GCN Circ. 35317 (VLT/X-shooter),3.13 (VLT: absorption ),3.13
150413A,150413A,263.6,3.139,63.68688088910366,accepted,redshift_list,3.139,43.0,13:54:58,637899,"MASTER II, MAXI, Khureltogot (ORI-40), Nanshan (1m), Tautenburg (1.34m), Palomar (60""), CAHA (2.2m), University of Athens (0.40m), iTelescope (0.43m & 0.32m), Capannori (0.60m), Virtual Telescope (17""), GMG (2.4m), Asiago (1.8m), Mt. Lemmon (1m), MITSuME (50cm), RTT150 (1.5m), AZT-11, AMI @ 15 GHz, Bassano Bresciano Observatory, SANTEL-650",ba,+0.003 -0.003,"""Sanchez-Ramirez et al. GCN Circ. 17697 (CAHA); Tomasellla et al. ATEL 7391; *de Ugarte Postigo et al. GCN Circ. 17710 (MASTER)""",3.2 (CAHA: absorption)|3.139 (Asiago: absorption),3.139
140703A,140703A,67.1,3.14,16.20772946859903,accepted,redshift_list,3.14,39.0,00:37:17,603243,"BOOTES-2 (0.6m), OSN (1.5m), GTC (10.4m), Monte Agliale Observatory (0.5m), Fermi (GBM), HJT (1.5m), Palomar (60""), CARMA @ ~93 GHz, VLA @ 19 GHz, Abastumani Observatory (0.7m), AMI @ 15 GHz",ba,N/A,"""Castro-Tirado A.J. et al. GCN Circ. 16505""",3.14 (GTC: absorption),3.14
111123A,111123A,290.0,3.1516,69.85258695442721,accepted,redshift_list,3.1516,73.0,18:13:21,508319,"GMG (2.4m), TNG (3.6m)",he,N/A,"""Xu D. et al. GCN Circ. 14273""",3.1516 (VLT: emission from host),3.1516
100316A,100316A,7.0,3.155,1.6847172081829125,accepted,redshift_list,3.155,8.2,02:23:00,416076,Calar Alto (1.23m),he,N/A,"""Sanchez-Ramirez R. et al. RMxAC 42 113 (2013)""",,3.155
080516,080516,5.8,3.2,1.380952380952381,accepted,redshift_list,3.2,2.6,00:17:07,311762,MPI/ESO (2.2m),bp,+0.3 -0.3,"""Filgas R. et al. GCN Circ. 7747""",3.2 (MPI/ESO: photometric),3.2
060926,060926,8.0,3.2086,1.9008696478638976,accepted,redshift_list,3.2086,2.19,16:48:42,231231,"Skinakas (1.3m), RTT150, MASTER, VLT",ba,N/A,"""Piranomonte S. et al. GCN Circ. 5626; D'Elia V. et al. GCN Circ. 5637; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",3.208 (VLT: absorption),3.2086
060526,060526,298.2,3.2213,70.6417454338711,accepted,redshift_list,3.2213,12.6,16:28:30,211957,"Watcher (40cm), ROTSE-III, TNG (3.5m), Lulin (1m), Magellan, Loiano (152cm), RTT150, MDM (2.4m), MDM (1.3m), La Silla (Danish 1.5m), CTIO (1.3m), Shajn (2.6m), Tautenburg (1.34m), Maidanak (1.5m), Mt Abu IR Observatory(1.2m), Cassini (152cm)",ba,N/A,"""Berger E. & Gladders M. GCN Circ. 5170; Jakobsson P. et al. A&A 460 L13 (2006); *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",3.21 (Magellan: absorption),3.2213
050319,050319,152.5,3.2425,35.94578668238067,accepted,redshift_list,3.2425,13.1,09:31:18,111622,"ROTSE unfiltered = 16, NOT",ba,N/A,"""Fynbo J.P.U. et al. GCN Circ. 3136; Jakobsson P. et al. A&A 460 L13 (2006); *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",3.24 (NOT: absorption),3.2425
140423A,140423A,134.0,3.26,31.455399061032864,accepted,redshift_list,3.26,94.0,08:31:53,596901,"ISON-NM (0.4m), WIYN (3.5m), ROTSE-IIIb, Gemini-North, Kiso Observatory (1.05m), Fermi (GBM), Palomar (60""), KAIT (0.76m), MITSuME (50cm), Kanata Telescope (1.5m), Devasthal (1.3m), TNG (3.6m), Nayuta (2m), NOT (2.5m), HJT (1.5m), MPG (2.2m), RTT150, Konus-Wind, AZT-33IK, Himalayan Chandra Telescope (2m), TShAO (1m)",ba,N/A,"""Tanvir N.R. et al. GCN Circ. 16150""",3.26 (Gemini-North: absorption),3.26
050908,050908,19.4,3.3467,4.4631559573929644,accepted,redshift_list,3.3467,4.83,05:42:31,154112,"New Mexico Sky Observatory, Palomar (60""), KAIT (Lick), PROMPT, VLT, GMOS, AAVSO, WIRO, Keck, Maidanak",ba,N/A,"""Fugazza D. et al. GCN Circ. 3948; Foley R.J. et al. GCN Circ. 3949; Prochaska J.X. et al. GCN Circ. 3971; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",3.350 (VLT: absorption)|3.3437 (GMOS: absorption)|3.3440 (Keck: absorption),3.3467
141026A,141026A,146.0,3.35,33.5632183908046,review_numeric,redshift_list,3.35(?),13.0,02:36:51,616502,"HJT (1.5m), MPG (2.2m), CAHA (1.23m), Hale (5m), Zeiss-1000 (1m), GTC (10.4m), VLA @ 21.8 GHz & 6.2 GHz, Gemini-North (8m), ZTSh",ba,N/A,"""de Ugarte Postigo et al. GCN Circ. 16968 (GTC)""","3.35 (GTC: absorption, possible redshift)",3.35(?)
061222B,061222B,40.0,3.355,9.184845005740527,accepted,redshift_list,3.355,22.4,04:11:02,252593,"Magellan, TAROT (25cm), CTIO (1.3m), REM (60cm), BOOTES-IR (60cm)",ba,N/A,"""Berger E. GCN Circ. 5962""",3.355 (Magellan: absorption),3.355
110818A,110818A,103.0,3.36,23.623853211009177,accepted,redshift_list,3.36,40.0,20:37:49,500914,"VLT, Fermi (GBM)",ba,N/A,"""D'Avanzo P. et al. GCN Circ. 12284""",3.36 (VLT: absorption),3.36
080810,080810,106.0,3.3604,24.30969635813228,accepted,redshift_list,3.3604,46.0,13:10:12,319584,"KANATA (1.5m), Keck, ROTSE-IIIa, RTT150, NOT, OSN (1.5m), Kanazawa (0.4m), Ondrejov (0.5m), Liverpool (2m), Zeiss-600, MITSuME, Faulkes North, GLAST, Konus-Wind, VLA @ 8.46 GHz, CrAO (AZT-8), La Silla (1.54m)",ba,N/A,"""Prochaska J.X. et al. GCN Circ. 8083; Burenin R. et al. GCN Circ. 8088; de Ugarte Postigo A. et al. GCN Circ. 8089; Page K.L. et al. MNRAS 400 134 (2009); *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",3.35 (Keck: absorption)|3.35 (RTT150: absorption)|3.35 (NOT: absorption),3.3604
090313,090313,79.0,3.3736,18.062922992500457,accepted,redshift_list,3.3736,14.0,09:06:27,346386,"KAIT, ESO/MPI (2.2m), Faulkes North (2m), OSN (1.5m), GRAS-04 (0.25m), Gemini-South, PAIRITEL, Zadko, TAROT (25cm), IAC80 (0.8m), MITSuME (50cm), AMI Large Array @ 14.5 to 17.5 GHz, CARMA @ 92.5 GHz, CTIO (1.3m), VLA @ 8.46 GHz, VLT, Melipal, WSRT @ 4.9 GHz, Bologna Observatory (1.52m)",ba,N/A,"""Chornock R. et al. GCN 8994; Thoene C.C. et al. GCN Circ. 9012; de Ugarte Postigo A. et al. GCN Circ. 9015; *de Ugarte Postigo A. et al. A&A 513 A42 (2010)""",3.375 (Gemini-South: absorption)|3.375 (VLT: absorption)|3.3721 (Melipal: absorption),3.3736
