GRB,GRB_key,T90,z,T90_corr,z_status,z_source,z_raw,BAT_fluence,Time [UT],Trigger Number,Other Observatory Detections,z_method,z_uncertainty,z_ref,z_swift_raw,z_redshift_raw
160131A,160131A,325.0,0.972,164.80730223123732,accepted,redshift_list,0.972,204.0,08:20:31,672236,"MASTER II, Faulkes North (2m), TNT (0.8m), WFT (60cm), HJT (1.5m), LCOGT (1m), TNG (3.6m), Khureltogot (ORI-40), Bassano Bresciano Observatory, GTC (10.4m), MPG (2.2m), Murikabushi (1m), Xinglong (2.16m), Sayan Observatory, Abastumani Observatory (0.7m), Sierra Nevada Observatory (1.5m), Konus-Wind, NOEMA @ 93 and 150 GHz, VLA @ 21.8 GHz, AZT-33IK, Zeiss-1000, Astrosat CZTI",ba,N/A,'Malesani et al. GCN Circ. 18965 (TNG); *de Ugarte Postigo et al. GCN Circ. 18966 (GTC); Xu et al. GCN Circ. 18969 (Xinglong)',0.97 (TNG: absorption)|0.972 (GTC: absorption)|0.97 (Xinglong: absorption),0.972
241010A,241010A,30.86,0.977,15.609509357612545,accepted,swift_table,"0.977 (GTC: emission, host)",20.0,10:05:14,1259578,"LCO (1m), JinShan",,,,"0.977 (GTC: emission, host)",
081109A,081109A,190.0,0.9787,96.02264112801335,accepted,redshift_list,0.9787,36.0,07:02:06,334112,"REM (60cm), Fermi, ESO/MPI (2.2m), TAROT (25cm)",he,N/A,"""Kruehler T. et al. A&A 534 A108 (2011)""",,0.9787
071010A,071010A,6.0,0.985,3.022670025188917,accepted,redshift_list,0.985,2.0,03:41:12,293707,"TAROT (25cm), Keck I, PROMPT (16""), REM (60""), TNG, NainiTal (1.04m)",ba,N/A,"""Prochaska J.X. et al. GCN Circ. 6864; *Covino S. et al. MNRAS 388 347 (2008)""",0.98 (Keck I: absorption),0.985
201024A,201024A,5.0,0.999,2.501250625312656,accepted,redshift_list,0.999,8.1,02:48:59,1001514,"MASTER-Tavrida, BOOTES-2/TELMA (0.6m), GTC (10.4), FRAM-ORM (25cm), DFOT (1.3m)",ba,N/A,de Ugarte Postigo et al. GCN Circ. 28764 (GTC/OSIRIS),0.999 (GTC: absorption),0.999
180404A,180404A,35.2,1.0,17.6,accepted,redshift_list,1.000,13.0,00:45:35,821881,"VLT, MASTER-OAFA, Faulkes South (2m)",ba,N/A,Selsing et al. GCN Circ. 22591 (VLT/X-shooter),1.000 (VLT: absorption),1.000
140318A,140318A,8.43,1.02,4.173267326732673,accepted,redshift_list,1.02,2.9,00:09:07,592204,"NOT (2.5m), WHT, DCT (4.3m), HJT (1.5m), Liverpool (2m)",he,N/A,"""Tanvir N.R. et al. GCN Circ. 15988""",1.02 (WHT: emission),1.02
121211A,121211A,182.0,1.023,89.96539792387544,accepted,redshift_list,1.023,13.0,13:47:02,541200,"Faulkes North (2m), Keck I, MITSuME (50cm), Harold Johnson Telescope (1.5m), Fermi (GBM)",ba,N/A,"""Perley D.A. et al. GCN Circ. 14059""",1.023 (Keck I),1.023
080411,080411,56.0,1.0301,27.58484803704251,accepted,redshift_list,1.0301,264.0,21:15:32,309010,"ESO/MPI (2.2m), VLT, Konus-Wind",ba,N/A,"""Thoene C.C. et al. GCN Circ. 7587; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",1.03 (VLT: absorption),1.0301
110726A,110726A,5.2,1.036,2.5540275049115913,accepted,redshift_list,1.036,2.2,01:30:40,458059,"ROTSE-IIId, Liverpool (2m), Murikabushi (1m), IAC80 (0.82m), Zeiss-1000 (1m), BTA (6m), Gemini-North",ba,N/A,"""Cucchiara A. et al. GCN Circ. 12202""",1.036 < z < 2.7 (Gemini-North),1.036
201221D,201221D,0.16,1.046,0.07820136852394916,accepted,redshift_list,1.046,3.9,23:06:34,1014037,"NOT, Lowell Discovery Telescope (4.3m), Konus-Wind, GTC (10.4m), Fermi (GBM), MTT, DOT (3.6m)",ba,N/A,de Ugarte Postigo et al. GCN Circ. 29132 (GTC/OSIRIS),1.046 (GTC: emission/absorption),1.046
051006,051006,34.8,1.059,16.901408450704224,accepted,redshift_list,1.059,13.4,20:30:33,158593,,he,N/A,"""Jakobsson P. et al. ApJ 752 62 (2012)""",1.059 (TOUGH: emission),1.059
130604A,130604A,37.7,1.06,18.300970873786408,accepted,redshift_list,1.06,14.0,06:54:26,557354,"Palomar (60""), ISON-NM (0.45m), Gemini-North",ba,N/A,"""Cenko S.B. et al. GCN Circ. 14762""",1.06 (Gemini-North: emission),1.06
091208B,091208B,14.9,1.0633,7.221441380313091,accepted,redshift_list,1.0633,33.0,09:49:57,378559,"BOOTES-3, MITSuME (50cm), Faulkes (2m), Gemini North, Fermi (GBM), NOT, ESO/MPI (2.2m), Keck I, Z-600, Gunma Astronomical Observatory (150cm), Xinglong TNT",ba,N/A,"""Wiersema K. et al. GCN Circ. 10263; *Perley D.A. et al. GCN Circ. 10272""",1.063 (Gemini North: absorption)|1.0633 (Keck I: absorption),1.0633
201021C,201021C,24.38,1.07,11.777777777777775,accepted,redshift_list,1.070,10.0,20:27:18,1001130,"MASTER-SAAO, VLT, Fermi (GBM), TAROT (18cm)",ba,N/A,Vielfaure et al. GCN Circ. 28739 (VLT/X-shooter),1.070 (VLT: absorption),1.070
111129A,111129A,7.6,1.0796,3.6545489517214844,accepted,redshift_list,1.0796,1.8,16:18:14,508712,MPI/ESO (2.2m),he,N/A,"""KrÃ¼hler et al. A&A 581 A125 (2015)""",,1.0796
091024,091024,109.8,1.092,52.48565965583174,accepted,redshift_list,1.092,61.0,08:56:01,373674,"Faulkes North (2m), RAS Observatory, Gemini-North, Xinglong TNT, Fermi (GBM), SRO (35cm), Super-LOTIS (0.6m), KAIT, Konus-Wind, Konus-RF, Yunnan Observatory (2.4m), SAO RAS, ZTE",ba,N/A,"""*Cucchiara A. et al. GCN Circ. 10065; Cenko S.B. et al. GCN Circ. 10093""",1.092 (Gemini-North)|1.091 (Keck I: absorption),1.092
060123,060123,900.0,1.099,428.77560743211046,accepted,swift_table,"1.099 (probable, Gemini: emission)",3.0,22:22:40,Ground Analysis|20028,Gemini,he,N/A,"""Ref 1: Berger et al. GCN Circ. 4622; Ref 2: Preliminary Keck GRB Host Project (http://www.astro.caltech.edu/grbhosts/)""","1.099 (probable, Gemini: emission)","1.099 (ref 1), 0.193 (ref 1), 0.562 (ref 1), or 0.56 (ref 2) (?)"
251205A,251205A,128.0,1.1,60.95238095238095,accepted,swift_table,1.100 (GTC: absorption),11.0,23:39:47,1420873,"MASTER-Kislovodsk, GTC, NOT, GOTO, COLIBRÃ, Koshka/Zeiss-1000, Liverpool (2m), GIT (0.7m), ZTF, ATLAS, FTW, MITSuME (50cm), Palomar (1m), Fermi (GBM), Kilonova-Catcher",,,,1.100 (GTC: absorption),
201216C,201216C,48.0,1.1,22.857142857142858,accepted,redshift_list,1.1,450.0,23:07:31,1013243,"Fermi (GBM), VLT, FRAM-ORM (25cm), AstroSat CZTI, MAGIC, Konus-Wind. Liverpool (2.0m)",ba,N/A,Vielfaure et al. GCN Circ. 29077 (VLT/X-shooter),1.10 (VLT: likely redshift),1.1
120224A,120224A,8.13,1.1,3.8714285714285714,accepted,redshift_list,1.1,2.4,04:39:56,515976,"MPG/ESO (2.2m), VLT","""Host Balmer break""",+0.2 -0.2,"""KrÃ¼hler et al. A&A 581 A125 (2015)""",,1.1
080413B,080413B,8.0,1.1014,3.8069858189778243,accepted,redshift_list,1.1014,32.0,08:51:12,309111,"ESO/MPI (2.2m), REM (60cm), VLT, Gemini-South, Suzaku, Faulkes South (2m), PROMPT (16"")",ba,N/A,"""Vreeswijk P.M. et al. GCN Circ. 7601; Cucchiara A. et al. GCN Circ. 7615; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",1.10 (VLT: absorption)|1.10 (Gemini-South: absorption),1.1014
211024B,211024B,603.5,1.1137,285.5182854709751,accepted,redshift_list,1.1137,68.0,22:20:36,1081073,"NEXT (0.6m), CAHA (2.2m), Ondrejov D50",he,+0.0002 -0.0002,de Ugarte Postigo et al. GCN Circ. 31800 (VLT/X-shooter),1.1137 (VLT: emission from host),1.1137
180620B,180620B,198.8,1.1175,93.88429752066118,accepted,redshift_list,1.1175,100.0,15:50:37,843211,"Fermi (GBM), MPG (2.2m), VLT, Konus-Wind, Astrosat",ba,N/A,Izzo et al. GCN Circ. 22823 (VLA/X-shooter),1.1175 (VLT: absorption),1.1175
210610B,210610B,69.38,1.13,32.57276995305164,accepted,redshift_list,1.13,360.0,19:51:27,1054681,"MASTER-Kislovodsk, GROWTH-India Telescope (0.7m), CrAO/ZTSh (2.6m), BOOTES-2/TELMA (60cm), MeerLICHT (0.6m), iTelescope (T18), NOT, OSN (1.5m), SAO RAS Zeiss-1000 (1m), HJT (1.5m), GOTO, GTC (10.4m), AGILE, Konus-Wind, University of Siena Observatory (0.3m), Fermi (GBM), HCT (2m), KAIT (0.76m), Radboud (0.28m), ZTF, CrAO/ZTSH (2.6m), Liverpool (2m), ALMA @ 90.5 GHz, VLA @ 14.7 GHz, MITSuME (50cm), SARA-KP (0.9m), Simeiz Obserbatory (1m), BGOP (0.61m), ARO (0.355m), REM (60cm), AbAO, T-CAT (0.4m), CrAO (350mm)",ba,N/A,*Fynbo et al. GCN Circ. 30182; Fu et al. GCN Circ. 30188; de Ugarte Postigo et al. GCN Circ. 30194; Frederiks et al. GCN Circ. 30196; Dutta et al. GCN Circ. 30201; Gropp et al. GCN Circ. 30208,1.13 (NOT: tentative)|1.1345 (GTC)|1.13 (HCT: absorption),1.13
060801,060801,0.49,1.1304,0.23000375516334962,accepted,redshift_list,1.1304,0.8,12:16:15,222154,"Hanle (2.0m), CAHA (3.5m), VLT",he,N/A,"""Cucchiara A. et al. GCN Circ. 5470; *Berger E. et al. ApJ 664 1000 (2007)""",,1.1304
071122,071122,68.7,1.14,32.10280373831776,accepted,redshift_list,1.14,5.8,01:23:25,297114,"Palomar (60""), Gemini North, VLA @ 8.46 GHz",ba,N/A,"""Cucchiara A. et al. GCN Circ. 7124""",1.14 (Gemini North: absorption),1.14
210722A,210722A,50.2,1.145,23.403263403263406,accepted,redshift_list,1.145,25.0,20:54:42,1061223,"Nanshan/NEXT (0.6m), Assy-Turgen AZT-20, GROWTH-India (0.7m), HJT (1.5m), GTC (10.4m), Kitab RC-36, Fermi (GBM), D50, TAROT (18cm)",ba,N/A,Thoene et al. GCN Circ. 30487 (GTC/OSIRIS),1.145 (GTC: absorption),1.145
191221B,191221B,48.0,1.148,22.346368715083802,accepted,redshift_list,1.148,190.0,20:39:13,945521,"MASTER, AGILE/MCAL, VIRT (0.5m), VLT, LCO (1m), Zadko (100cm), ALMA @ 97.5 GHz, iTelescope (T32 & T17), AstroSat CZTI, Insight-HXMT/HE, Konus-Wind, ATCA @ 5.5, 9.0, 16.7, and 21.2 GHz, CALET",ba,N/A,*Vielfaure et al. GCN Circ. 26553 (VLT/X-shooter); Kuin et al. GCN Circ. 26538,"1.19 (UVOT), 1.148 (VLT: absorption)",1.148
130701A,130701A,4.38,1.155,2.0324825986078885,accepted,redshift_list,1.155,44.0,04:17:43,559482,"NOT, VLT, Konus-Wind, Palomar (60"")",ba,N/A,"""Xu D. et al. GCN Circ. 14956""",1.155 (VLT: absorption),1.155
061126,061126,70.8,1.1588,32.79599777654252,accepted,redshift_list,1.1588,67.7,08:47:56,240766,"Faulkes North (2m), PAIRITEL, SARA (0.9m), MIRO (1.2m), Tautenburg (1.34m), RHESSI, New Mexico Skies (0.3m), Super-LOTIS (0.6m), RAPTOR, Isaac Newton (2.5m), NMSU (1m), Maidanak (1.5m), Sampurnanand (1.0m), INTEGRAL",he,N/A,"""Perley D.A. et al. ApJ 672 449 (2008)""",,1.1588
070518,070518,5.5,1.16,2.5462962962962963,review_numeric,redshift_list,1.16(?),1.62,14:26:21,279592,"TNT (0.8m), EST (1m), OSN (1.5m), TNG, MAGNUM, Bologna Observatory (1.52cm), AEOS, LBT (8.4m)",he,N/A,"""Preliminary Keck GRB Host Project (http://www.astro.caltech.edu/grbhosts/)""",,1.16(?)
070208,070208,47.7,1.165,22.032332563510394,accepted,redshift_list,1.165,4.45,09:10:34,259714,"Faulkes North (2m), Palomar (60""), PAIRITEL, MDM (1.3m), Gemini-North, RAPTOR, AEOS, Sayan (1.5m)",ba,N/A,"""Cucchiara A. et al. GCN Circ. 6083""",1.165 (Gemini-North: emission),1.165
151031A,151031A,5.0,1.167,2.3073373327180438,accepted,redshift_list,1.167,3.2,05:50:30,662330,"VLT, MPG (2.2m)",ba,N/A,'Malesani et al. GCN Circ. 18540 (VLT/X-shooter)',1.167 (VLT: absorption),1.167
190324A,190324A,28.4,1.1715,13.078517154040984,accepted,redshift_list,1.1715,72.0,22:44:01,894718,"VLT, Fermi (GBM), MASTER-OAFA, CALET (CGBM), Insight-HXMT/HE, Konus-Wind",ba,N/A,Perley et al. GCN Circ. 23999 (VLT/X-shooter),1.1715 (VLT: absorption),1.1715
060319,060319,10.6,1.172,4.880294659300184,accepted,redshift_list,1.172,2.64,00:55:43,202035,WHT,he,N/A,"""Perley D.A. et al. ApJ 778 128 (2013)""",,1.172
210702A,210702A,138.2,1.1757,63.519786735303576,accepted,redshift_list,1.1757,98.0,19:07:13,1058804,"MASTER-SAAO, MeerLICHT (0.6m), VLT, CALET (GBM), AGILE, iTelescope T17 (0.43m), Chilescope RC-1000, Konus-Wind, BOOTES-3/YA (60cm), ALMA @ 95.5 GHz, ATCA @ 16.7, 21.2, & 34 GHz, MeerKAT @ 1.284 GHz",ba,+0.0093 -0.0093,Kuin et al. GCN Circ. 30355,1.1757 (Swift/UVOT: absorption)|1.160 (VLT: absorption),1.1757
100316B,100316B,3.8,1.18,1.743119266055046,accepted,redshift_list,1.180,2.0,08:01:36,416103,"ESO/MPI (2.2m), PROMPT (16""), VLT",ba,N/A,"""Vergani S.D. et al. GCN Circ. 10495""",1.180 (VLT: absorption),1.180
140213A,140213A,60.0,1.2076,27.178836745787276,accepted,redshift_list,1.2076,120.0,19:21:37,586569,"Perth Observatory (14""), MPG (2.2m), VLT, Fermi (GBM), Konus-Wind, Skynet R-COP/PROMPT",ba,N/A,"""Schulze S. et al. GCN Circ. 15831""",1.2076 (VLT: absorption),1.2076
140907A,140907A,79.2,1.21,35.83710407239819,accepted,redshift_list,1.21,43.0,16:07:08,611933,"Nanshan (35cm & 1m), Virtual Telescope (17""), MITSuME (50cm), Murikabushi (1m), GTC (10.4m), Fermi (GBM), T100 (1.0m), DCT (4.3m), Nayuta (2m), MASTER II, Zeiss-1000, CAHA (1.23m), AZT-33IK",ba,N/A,"""Castro-Tirado  et al. GCN Circ. 16797 (GTC)""",1.21 (GTC),1.21
080707,080707,27.1,1.2322,12.140489203476394,accepted,redshift_list,1.2322,5.2,08:27:53,316204,"ESO/MPI (2.2m), VLT, Zeiss-1000",ba,N/A,"""Fynbo J.P.U. et al. GCN Circ. 7949; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",1.23 (VLT: absorption),1.2322
240912A,240912A,113.24,1.234,50.68934646374216,accepted,redshift_list,1.234,450.0,01:46:39,1253910,"Fermi (GBM), GTC (10.4m), NOT (2.56m), INTEGRAL, LCOGT (1m), SVOM/GRM, Konus-Wind, VLA @  6, 10 & 15 GHz",ba,N/A,de Ugarte Postigo et al. GCN Circ. 37469 (OSIRIS+/GTC),1.234 (GTC: absorption)|1.23 (NOT: absorption),1.234
090926B,090926B,109.7,1.24,48.973214285714285,accepted,redshift_list,1.24,73.0,21:55:48,370791,"MAXI (GSC), VLT, Fermi (GBM)",ba,N/A,"""Fynbo J.P.U. et al. GCN Circ. 9947""",1.24 (VLT: emission & absorption),1.24
130528A,130528A,59.4,1.25,26.4,accepted,redshift_list,1.250,51.0,16:41:23,556870,"Konus-Wind, Fermi (GBM)",he,N/A,"""Jeong S. et al. arXiv:1404.0939 (2014)""",,1.250
200829A,200829A,13.04,1.25,5.795555555555556,accepted,redshift_list,1.25,510.0,13:59:34,993768,"TSHAO Zeiss-1000 (1m), AGILE/MCAL, MASTER-Tavrida, Konkoly Observatory RC80 (0.8m), THO (0.35m), SAO RAS Zeiss-1000 (1m), Konus-Wind, Nanshan/NEXT (0.6m), Fermi (GBM), Liverpool (2m), Koshka Zeiss-1000 (1m), Kitab RC-36, CrAO AZT-11, AbAO AS-23",UVOT-XRT photometric redshift,+0.02 -0.02,Oates et al. GCN Circ. 28338,1.25 (UVOT-XRT: photometric),1.25
210731A,210731A,22.51,1.2525,9.993340732519425,accepted,redshift_list,1.2525,22.0,22:21:08,1062336,"MeerLICHT (0.6m), Fermi (GBM), MPG (2.2m), MASTER-OAFA, KAIT (0.76m), VLT",ba,N/A,Kann et al. GCN Circ. 30583 (VLT/X-shooter),1.2525 (VLT: absorption),1.2525
061007,061007,75.3,1.2622,33.28618159313942,accepted,redshift_list,1.2622,444.0,10:08:09,232683,"ROTSE-IIIa, Faulkes South (2m), Magellan Clay, VLT, Konus-Wind, Suzaku, RHESSI",ba,N/A,"""Osip D. et al. GCN Circ. 5715; Jakobsson P. et al. GCN Circ. 5716; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",1.261 (Magellan Clay: absorption)|1.262 (VLT: absorption),1.2622
090530,090530,48.0,1.266,21.18270079435128,accepted,redshift_list,1.266,11.0,03:18:18,353567,"ROTSE-IIIb, PAIRITEL (1.3m), GRAS002 (0.30m), NOT, MPI/ESO (2.2m), Mt. Lemmon (1.0m), RAPTOR, RTT150, Dark Sky Observatory (14""), VLT",ba,N/A,"""Goldoni P. et al. GCN Circ. 15571""",~1.266 (VLT),1.266
100724A,100724A,1.4,1.288,0.6118881118881118,accepted,redshift_list,1.288,1.6,00:42:19,429868,ESO/MPI (2.2m),ba,N/A,"""Thoene C.C. et al. GCN Circ. 10971""",1.288 (VLT: absorption),1.288
050126,050126,24.8,1.29,10.829694323144105,accepted,redshift_list,1.29,8.38,12:00:54,103780,Keck,he,N/A,"""Berger E. et al. GCN Circ. 3088""",1.29 (Keck: emission),1.29
131030A,131030A,41.1,1.293,17.924116877453116,accepted,redshift_list,1.293,290.0,20:56:18,576238,"Watcher, MASTER II, Liverpool (2m), NOT, GTC (10.4m), D50 (0.5m), BART (0.25m), CAHA (1.23m), Zeiss-1000 (1m), Konus-Wind, iTelescope (T21), TAROT (25cm), HJT (1.5m), Palomar (60""), Xinglong (0.8m), Bassano Bresciano Observatory (32mm), Skinakas Observatory (1.3m), Mt. Lemmon, MITSuME (50cm), DFOT (1.3m)",ba,N/A,"""*Xu D. et al. GCN Circ. 15407; de Ugarte Postigo A. et al. GCN Circ. 15408""",1.293 (NOT: absorption)|1.295 (GTC: absorption),1.293
130420A,130420A,123.5,1.297,53.765781454070535,accepted,redshift_list,1.297,71.0,07:28:29,553977,"Faulkes North (2m), ROTSE-III, PAIRITEL (1.3m), HJT (1.5m), iTelescope (T21), Weihai (1m), GMG (2.4m), GORT (14""), ISON-NM (0.45m), Fermi (GBM), RAPTOR, GTC (10.4m)",ba,N/A,"""de Ugarte Postigo A. et al. GCN Circ. 14437""",1.297 (GTC: absorption),1.297
120804A,120804A,0.81,1.3,0.35217391304347834,accepted,redshift_list,1.3,8.8,00:54:14,529686,"Gemini-North, EVLA @ 5.8 GHz, Konus-Wind, Chandra,  XMM-Newton",hp,N/A N/A,"""Berger E. et al. ApJ 765 121 (2013)""",,1.3
130511A,130511A,5.43,1.3033,2.357487083749403,accepted,redshift_list,1.3033,2.2,11:30:47,555600,"Gemini-North, Higashi-Hiroshima Observatory (1.5m), SOAO (0.6m),  ANU (2.3m)",ba,N/A,"""Cucchiara A. & Tanvir N.R. GCN Circ. 14621""",1.3033 (Gemini-North: absorption),1.3033
180510B,180510B,134.3,1.305,58.26464208242951,accepted,redshift_list,1.305,21.0,20:15:42,831816,"MPG (2.2m), VLT",ba,N/A,Palmerio et al. GCN Circ. 22702 (VLT/X-shooter),1.305 (VLT: absorption),1.305
061121,061121,81.3,1.3145,35.12637718729747,accepted,redshift_list,1.3145,137.0,15:22:29,239899,"Keck I, ROTSE-IIIa, Faulkes North (2m), KANATA (1.5m), Konus-Wind, RHESSI, MDM (2.4m), VLA @ 8.46 GHz, Palomar (60""), ART-3a (14""), Shajn (2.6m), NOT, SMARTS (1.3m)",ba,N/A,"""Bloom J.S. et al. GCN Circ. 5826; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",1.314 (Keck I: absorption),1.3145
141220A,141220A,7.21,1.32,3.107758620689655,accepted,redshift_list,1.32,26.0,06:02:52,621915,"CAHA (1.23m), GTC (10.4m), Liverpool (2m), Fermi (GBM), Konus-Wind",ba,N/A,"""de Ugarte Postigo et al. GCN Circ. 17198 (GTC)""",1.3195 (GTC: absorption),1.32
170604A,170604A,26.7,1.329,11.464147702876772,accepted,redshift_list,1.329,51.0,19:08:50,755867,"iTelescope T27 (0.70m), GTC (10.4m), MPG (2.2m), AbAO AS-32 (0.7m), HJT (1.5m), Konus-Wind",ba,N/A,Izzo et al. GCN Circ. 21197,1.329 (GTC: absorption),1.329
071117,071117,6.6,1.3308,2.831645786854299,accepted,redshift_list,1.3308,24.0,14:50:06,296805,"Gemini, TAROT, Konus-Wind, VLT",he,N/A,"""Jakobsson P. et al. GCN Circ. 7117; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",1.331 (VLT: emission),1.3308
110808A,110808A,48.0,1.348,20.442930153321978,accepted,redshift_list,1.348,3.3,06:18:54,458918,VLT,ba,N/A,"""de Ugarte Postigo A. et al. GCN Circ. 12258""",1.348 (VLT: emission),1.348
150910A,150910A,112.2,1.36,47.542372881355924,accepted,redshift_list,1.360,48.0,09:04:48,655097,"KAIT (0.76m), Faulkes North (2m), MITSuME (50cm), Nanshan (1m), Lick (3m), GTC (10.4), Zeiss-1000 (SAO RAS), Murikabushi (1m), MPG (2.2m), Okayama Astrophysical Observatory (0.91m), NOT (2.5m), Zeiss-1000 (Tien Shan), VLA @ 9.8 GHz, Chuguev Observatory (0.7m), AS-32 (0.7m), Palomar (60""), Murikabushi (1m), HJT (1.5m), Zeiss-600 (Mt. Terskol), T100 (1m), Zeiss-2000 (Mt. Terskol), AS-32 (0.7m), CrAO Observatory",ba,N/A,'Zheng et al. GCN Circ. 18273 (Lick); *de Ugarte Postigo et al. GCN Circ. 18274 (GTC)',1.359 (Lick: absorption)|1.360 (GTC: absorption),1.360
090927,090927,2.2,1.37,0.9282700421940928,accepted,redshift_list,1.37,2.0,10:07:16,370846,"Zadko (1.0m), VLT, Faulkes South, Fermi (GBM)",ba,N/A,"""Levan A.J. et al. GCN Circ. 9958""",1.37 (VLT: absorption),1.37
050801,050801,19.4,1.38,8.15126050420168,accepted,redshift_list,1.38,3.1,18:28:02,148522,optical,hp,+0.07 -0.07,"""Oates S. R. et al. MNRAS 395 490 (2009); *Schulze et al. ApJ 808 73 (2015)""",,1.38
111229A,111229A,25.4,1.3805,10.670027305187984,accepted,redshift_list,1.3805,3.4,22:37:52,510736,"MPG/ESO (2.2m), Gemini-South, Faulkes South",ba,N/A,"""Cucchiara A. et al. GCN Circ. 12777""",1.3805 (Gemini-South: absorption),1.3805
231111A,231111A,34.08,1.39,14.259414225941423,review_numeric,swift_table,"~1.39 (TNG, tentative)| 1.179 (GTC)",34.0,14:17:19,1195887,"Nanshan/HMT (0.5m), MASTER, GIT (0.7m), YAHPT, GECAM-C, Mindy AZT-33IK, Nastro Verde Observatory - Sorrento, GMG, Mephisto, Leavitt Observatory (250mm), NUTTelA-TAO/BSTI, TNG, OSIRIS+/GTC, Xinglong (2.16m), MDM (2.4m), Terskol (Zeiss-2000), Abastumani (AS-32), Maidanak (AZT-22), Mondy (AZT-33IK), Assy (AZT-20)",b,N/A,Thoene et al. GCN Circ. 35009 (OSIRIS+/GTC); D'Avanzo et al. GCN Circ 35007 (TNG),"~1.39 (TNG, tentative)| 1.179 (GTC)",1.179<z<2.0
181010A,181010A,16.4,1.39,6.861924686192469,accepted,redshift_list,1.39,6.9,05:55:51,866434,"MASTER-OAFA, LCO (1m), HJT (1.5m), VLT, ESO NTT (La Silla), Fermi (GBM), REM (60cm), MPG (2.2m)",ba (and be),N/A,Vielfaure et al. GCN Circ. 23315 (VLA/X-shooter),1.39 (VLT: absorption & emission),1.39
150423A,150423A,0.22,1.394,0.09189640768588136,review_numeric,redshift_list,1.394(?),0.63,06:28:04,638808,"MPG (2.2m), Keck I (10m), HJT (1.5m), VLT, UKIRT (3.8m)",ba,N/A,"""Malesani et al. GCN Circ. 17755 (X-shooter)""","1.394 (VLT: absorption, tentative)",1.394(?)
250617B,250617B,36.5,1.396,15.233722871452422,accepted,redshift_list,1.396,23.0,21:01:50.11,1325580,"Ondrejov D50, SAO RAS (1m), Fermi (GBM), NUTTelA-TAO, SVOM/VT, NOT, COLIBRÃ, VLT, Kilonova-Catcher, AZT-20, Nickel (1m), Calapai Observatory (11in), AZT-33IK",ba,N/A,Corcoran et al. GCN Circ. 40776 (VLT/X-shooter),1.396 (VLT: absorption & emission from host),1.396
100615A,100615A,39.0,1.398,16.26355296080067,accepted,redshift_list,1.398,50.0,01:59:03,424733,"Fermi (GBM), Chandra",he,N/A,"""Kruehler T. et al. GCN Circ. 14264""","1.398 (VLT: emission, host)",1.398
210420B,210420B,158.8,1.4,66.16666666666667,accepted,redshift_list,1.400,15.0,18:34:37,1044382,"MASTER-Kislovodsk, Hankasalmi (0.40m), BOOTES-4/MET (0.6m), YaoAn (AST3-3), Montarrenti (0.53m), NOT (2.5m), GTC (10.4m), DDOTI, KAIT (0.76m), Tautenburg (1.34m), HJT (1.5m), Ondrejov D50, Konkoly RC80 (0.8m), Koshka Zeiss-1000, INASAN/Simeiz (1m), Assy-Turgen (AZT-20)",ba,N/A,de Ugarte Postigo et al. GCN Circ. 29853 (GTC),1.400 (GTC: absorption),1.400
250920C,250920C,38.02,1.4,15.841666666666669,accepted,swift_table,1.40 (GTC: absorption)|1.399 (SALT: absorption)|1.399 (VLT: absorption),130.0,15:25:17,1351039,"Fermi (GBM), GOTO, LCOGT (1m), LCO (1m), GROWTH-India (0.7m), GTC (10.4m), SVOM (GRM), PRIME, COLIBRÃ, SALT, VLT, KAIT (0.76m), Konus-Wind, TRT (0.7m), Kilonova-Catcher",,,,1.40 (GTC: absorption)|1.399 (SALT: absorption)|1.399 (VLT: absorption),
100901A,100901A,439.0,1.4084,182.27869124730108,accepted,redshift_list,1.4084,21.0,13:34:10,433065,"Faulkes North, AZT-33IK, MASTER, Gemini-North, Z-600, NOT, MITSuME (50cm), Taurus Hill, SARA-North (0.9m), Himalayan Chandra Telescope (2m), Vega (0.7m), ROTSE-III, OSN (1.5m), ISON-NM (0.45m), TLS (1.34m), Kanata (1.5m), HCT (2m), Lightbuckets (0.61m), Zeiss-2000, Meade-35, Murikabushi (1m), UKIRT, Gnosca (0.4m), WSRT @ 4.9 GHz, AZT-11, EVLA @ 4.5 and 7.9 GHz, AZT-22",ba,N/A,"""Chornock R. et al. GCN Circ. 11164; *Hartoog O.E. et al. MNRAS 430 2739 (2013)""","1.408 (Gemini-North: absorption, host redshift)",1.4084
180205A,180205A,15.5,1.409,6.434205064342051,accepted,redshift_list,1.409,10.0,04:25:29.3,808625,"KAIT (0.76m), MPG (2.2m), VLT, Fermi (GBM), Sayan (AZT-33IK), Nickel (1m), Xinglong TNT, Nanshan (1m), Mt. Lemmon (1m), Hankasalmi Observatory (0.4m), Abastumani Observatory AS-32 (0.7m), DOAO (1m), BAO (1m), Palomar (60""), Sayan Observatory (AZT-33IK)",ba,N/A,Tanvir et al. GCN Circ. 22384,1.409 (VLT: absorption),1.409
